dispnum,stabb,ccode,stday,stmon,styear,endday,endmon,endyear,sidea,revstate,revtype1,revtype2,fatality,fatalpre,hiact,hostlev,orig,version
4330,"VTM",816,30,10,1999,30,10,1999,1,1,1,0,0,0,16,4,1,5
4331,"VTM",816,16,4,1994,28,4,1994,0,1,1,0,0,0,0,1,1,5
4331,"TAW",713,16,4,1994,28,4,1994,1,0,0,0,0,0,7,3,1,5
4332,"YUG",345,17,2,1994,20,2,1994,0,0,0,0,0,0,0,1,1,5
4332,"HUN",310,17,2,1994,20,2,1994,1,0,0,0,0,0,8,3,1,5
4333,"BOS",346,-9,1,1994,-9,1,1994,0,0,0,0,0,0,0,1,1,5
4333,"YUG",345,-9,1,1994,-9,1,1994,1,1,1,0,0,0,7,3,1,5
4334,"UKG",200,11,6,1999,11,6,1999,1,1,2,0,0,0,8,3,1,5
4334,"RUS",365,11,6,1999,11,6,1999,0,0,0,0,0,0,0,1,1,5
4335,"RUS",365,24,6,1999,24,6,1999,0,0,0,0,0,0,0,1,1,5
4335,"NOR",385,24,6,1999,24,6,1999,1,0,0,0,0,0,7,3,1,5
4337,"IRN",630,20,5,1997,-9,5,1997,1,1,2,0,0,0,11,3,1,5
4337,"TUR",640,20,5,1997,-9,5,1997,0,0,0,0,0,0,0,1,1,5
4338,"RUS",365,19,3,1999,30,3,1999,0,0,0,0,0,0,0,1,1,5
4338,"AZE",373,19,3,1999,30,3,1999,1,1,2,0,0,0,15,4,1,5
4339,"NAM",565,-9,8,1998,3,6,2001,1,0,0,0,-9,-9,20,5,0,5
4339,"DRC",490,-9,8,1998,3,6,2001,1,0,0,0,-9,-9,20,5,1,5
4339,"RWA",517,-9,8,1998,3,6,2001,0,1,2,3,-9,-9,21,5,1,5
4339,"UGA",500,-9,8,1998,3,6,2001,0,1,2,3,-9,-9,21,5,0,5
4339,"CHA",483,29,9,1998,30,4,1999,1,0,0,0,-9,-9,21,5,0,5
4339,"ZIM",552,21,8,1998,3,6,2001,1,0,0,0,-9,-9,20,5,0,5
4339,"ANG",540,19,8,1998,3,6,2001,1,0,0,0,-9,-9,20,5,0,5
4340,"YUG",345,24,1,1993,20,2,1993,1,1,1,2,1,1,12,3,1,5
4340,"CRO",344,24,1,1993,20,2,1993,0,0,0,0,0,0,16,4,1,5
4341,"CRO",344,5,6,1993,2,3,1994,1,1,1,2,3,-9,17,4,1,5
4341,"BOS",346,5,6,1993,2,3,1994,0,0,0,0,4,-9,17,4,1,5
4342,"USA",2,8,4,1999,19,4,1999,0,0,0,0,0,0,0,1,1,5
4342,"CAN",20,8,4,1999,19,4,1999,0,0,0,0,0,0,0,1,1,5
4342,"NTH",210,8,4,1999,19,4,1999,0,0,0,0,0,0,0,1,1,5
4342,"POR",235,8,4,1999,19,4,1999,0,0,0,0,0,0,0,1,1,5
4342,"NOR",385,8,4,1999,19,4,1999,0,0,0,0,0,0,0,1,1,5
4342,"DEN",390,8,4,1999,19,4,1999,0,0,0,0,0,0,0,1,1,5
4342,"FRN",220,8,4,1999,19,4,1999,0,0,0,0,0,0,0,1,1,5
4342,"GMY",255,8,4,1999,19,4,1999,0,0,0,0,0,0,0,1,1,5
4342,"BEL",211,8,4,1999,19,4,1999,0,0,0,0,0,0,0,1,1,5
4342,"RUS",365,8,4,1999,19,4,1999,1,1,2,0,0,0,8,3,1,5
4342,"TUR",640,8,4,1999,19,4,1999,0,0,0,0,0,0,0,1,1,5
4342,"UKG",200,8,4,1999,19,4,1999,0,0,0,0,0,0,0,1,1,5
4342,"SPN",230,8,4,1999,19,4,1999,0,0,0,0,0,0,0,1,1,5
4342,"ITA",325,8,4,1999,19,4,1999,0,0,0,0,0,0,0,1,1,5
4343,"UKR",369,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"UKG",200,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"BUL",355,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"ITA",325,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"BEL",211,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"SLV",349,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"SLO",317,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"GMY",255,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"YUG",345,24,11,2000,28,11,2000,1,1,2,0,0,0,7,3,1,5
4343,"NOR",385,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"EST",366,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"UAE",696,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"LIT",368,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"FRN",220,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"ARG",160,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"AZE",373,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"NTH",210,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"GRC",350,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"POR",235,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"GRG",372,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"AUS",305,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"SWZ",225,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"HUN",310,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"DEN",390,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"USA",2,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"FIN",375,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"CZR",316,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"CAN",20,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"RUS",365,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"ICE",395,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"IRE",205,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"SPN",230,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"SWD",380,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"POL",290,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"LUX",212,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"MOR",600,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"JOR",663,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4343,"TUR",640,24,11,2000,28,11,2000,0,0,0,0,0,0,0,1,1,5
4344,"TUR",640,15,4,1999,-9,4,1999,0,0,0,0,0,0,11,3,0,5
4344,"RUS",365,15,4,1999,-9,4,1999,1,1,2,0,0,0,11,3,1,5
4345,"SOM",520,6,1,2002,26,12,2002,0,0,0,0,-9,-9,0,1,1,5
4345,"ETH",530,6,1,2002,26,12,2002,1,1,3,0,-9,-9,16,4,1,5
4346,"ETH",530,23,1,2002,4,2,2002,1,0,0,0,0,0,14,4,1,5
4346,"KEN",501,23,1,2002,4,2,2002,0,0,0,0,0,0,0,1,1,5
4347,"DRC",490,25,1,2002,31,7,2002,0,0,0,0,-9,-9,0,1,1,5
4347,"RWA",517,25,1,2002,31,7,2002,1,1,2,4,-9,-9,16,4,1,5
4348,"SIE",451,27,1,2002,3,6,2002,1,1,2,0,0,0,15,4,1,5
4348,"LBR",450,27,1,2002,3,6,2002,0,0,0,0,0,0,12,3,1,5
4349,"SUD",625,19,3,2002,18,10,2002,1,1,2,0,-9,-9,17,4,1,5
4349,"ERI",531,19,3,2002,18,10,2002,0,1,3,0,-9,-9,17,4,1,5
4350,"UGA",500,1,7,2002,1,7,2002,1,0,0,0,1,1,16,4,1,5
4350,"KEN",501,1,7,2002,1,7,2002,0,0,0,0,0,0,0,1,1,5
4351,"GAM",420,7,7,2002,7,7,2002,0,0,0,0,0,0,0,1,1,5
4351,"SEN",433,7,7,2002,7,7,2002,1,0,0,0,0,0,8,3,1,5
4352,"MOR",600,11,7,2002,18,7,2002,1,1,1,0,0,0,14,4,1,5
4352,"SPN",230,11,7,2002,18,7,2002,0,0,0,0,0,0,7,3,1,5
4353,"BUI",516,25,7,2002,25,7,2002,0,0,0,0,0,0,0,1,1,5
4353,"TAZ",510,25,7,2002,25,7,2002,1,0,0,0,0,0,11,3,1,5
4354,"ZIM",552,26,8,2002,26,8,2002,0,0,0,0,0,0,0,1,1,5
4354,"UKG",200,26,8,2002,26,8,2002,1,1,2,0,0,0,1,2,1,5
4355,"ERI",531,2,9,2002,5,9,2002,0,0,0,0,0,0,0,1,1,5
4355,"ETH",530,2,9,2002,5,9,2002,1,0,0,0,0,0,15,4,1,5
4356,"RWA",517,4,9,2002,30,9,2003,1,1,2,0,0,0,14,4,1,5
4356,"UGA",500,11,3,2003,11,3,2003,0,1,2,0,0,0,1,2,1,5
4356,"DRC",490,4,9,2002,30,9,2003,0,0,0,0,0,0,0,1,1,5
4357,"DRC",490,30,10,2002,30,10,2002,0,0,0,0,0,0,0,1,1,5
4357,"ANG",540,30,10,2002,30,10,2002,1,0,0,0,0,0,16,4,1,5
4358,"CDI",437,2,12,2002,22,1,2003,0,0,0,0,0,0,0,1,1,5
4358,"LBR",450,2,12,2002,22,1,2003,1,1,2,0,0,0,16,4,1,5
4359,"LIB",620,12,12,2002,12,6,2003,1,1,3,0,0,0,14,4,1,5
4359,"DRC",490,12,12,2002,12,6,2003,0,0,0,0,0,0,0,1,1,5
4360,"RUS",365,24,7,2003,29,7,2003,0,0,0,0,0,0,0,1,1,5
4360,"SUD",625,24,7,2003,29,7,2003,1,0,0,0,0,0,15,4,1,5
4361,"ALG",615,4,10,2003,4,10,2003,1,0,0,0,0,0,12,3,1,5
4361,"MLI",432,4,10,2003,4,10,2003,0,0,0,0,0,0,0,1,1,5
4362,"ERI",531,1,11,2003,27,11,2003,0,0,0,0,1,1,17,4,1,5
4362,"ETH",530,1,11,2003,27,11,2003,1,1,1,0,0,0,17,4,1,5
4363,"KEN",501,1,11,2003,1,11,2003,0,0,0,0,0,0,0,1,1,5
4363,"ETH",530,1,11,2003,1,11,2003,1,0,0,0,0,0,16,4,1,5
4364,"MLI",432,26,12,2003,26,12,2003,1,0,0,0,0,0,8,3,1,5
4364,"MAA",435,26,12,2003,26,12,2003,0,0,0,0,0,0,0,1,1,5
4365,"RWA",517,21,4,2004,21,4,2004,1,0,0,0,0,0,11,3,1,5
4365,"BUI",516,21,4,2004,21,4,2004,0,0,0,0,0,0,0,1,1,5
4366,"BUI",516,13,8,2004,13,8,2004,1,1,2,0,0,0,3,2,0,5
4366,"DRC",490,24,4,2004,17,12,2004,0,1,2,0,0,0,16,4,1,5
4366,"RWA",517,24,4,2004,17,12,2004,1,1,2,0,0,0,14,4,1,5
4367,"CHA",483,29,4,2004,30,1,2005,0,1,2,0,1,1,17,4,1,5
4367,"FRN",220,30,7,2004,30,1,2005,0,1,2,0,0,0,7,3,0,5
4367,"SUD",625,29,4,2004,30,1,2005,1,0,0,0,0,0,17,4,1,5
4368,"ZAM",551,3,6,2004,3,6,2004,1,0,0,0,0,0,8,3,1,5
4368,"DRC",490,3,6,2004,3,6,2004,0,0,0,0,0,0,0,1,1,5
4369,"KEN",501,14,7,2004,14,7,2004,1,1,2,0,0,0,11,3,1,5
4369,"ETH",530,14,7,2004,14,7,2004,0,0,0,0,0,0,0,1,1,5
4370,"SUD",625,30,10,2004,30,4,2005,0,0,0,0,0,0,0,1,1,5
4370,"ERI",531,30,10,2004,30,4,2005,1,1,2,0,0,0,14,4,1,5
4371,"FRN",220,6,11,2004,6,5,2005,0,1,2,0,1,9,17,4,1,5
4371,"CDI",437,6,11,2004,6,5,2005,1,1,2,0,0,0,17,4,1,5
4371,"USA",2,6,11,2004,6,11,2004,0,0,0,0,0,0,0,1,1,5
4372,"RWA",517,2,12,2004,4,12,2004,0,0,0,0,1,-9,17,4,1,5
4372,"UGA",500,2,12,2004,4,12,2004,1,1,2,0,1,-9,17,4,1,5
4373,"KEN",501,4,1,2005,17,3,2005,1,0,0,0,0,0,11,3,1,5
4373,"SOM",520,4,1,2005,17,3,2005,0,0,0,0,0,0,0,1,1,5
4374,"KEN",501,18,1,2005,7,3,2005,0,1,2,0,0,0,11,3,1,5
4374,"ETH",530,18,1,2005,7,3,2005,1,0,0,0,0,0,16,4,1,5
4375,"ERI",531,17,2,2005,24,3,2005,0,1,1,0,0,0,8,3,1,5
4375,"ETH",530,17,2,2005,24,3,2005,1,1,1,0,0,0,11,3,1,5
4376,"ETH",530,13,3,2005,13,3,2005,1,0,0,0,0,0,11,3,1,5
4376,"SOM",520,13,3,2005,13,3,2005,0,0,0,0,0,0,0,1,1,5
4377,"DRC",490,23,3,2005,23,3,2005,0,0,0,0,0,0,0,1,1,5
4377,"ANG",540,23,3,2005,23,3,2005,1,0,0,0,0,0,11,3,1,5
4378,"GHA",452,26,4,2005,26,4,2005,0,0,0,0,0,0,0,1,1,5
4378,"TOG",461,26,4,2005,26,4,2005,1,0,0,0,0,0,16,4,1,5
4379,"YEM",679,17,6,2005,17,6,2005,0,0,0,0,0,0,0,1,1,5
4379,"ERI",531,17,6,2005,17,6,2005,1,0,0,0,0,0,16,4,1,5
4380,"CAO",471,18,6,2005,18,6,2005,1,1,1,0,0,0,16,4,1,5
4380,"NIG",475,18,6,2005,18,6,2005,0,0,0,0,1,1,0,1,1,5
4381,"DRC",490,29,9,2005,29,9,2005,0,0,0,0,0,0,0,1,1,5
4381,"UGA",500,29,9,2005,29,9,2005,1,1,2,0,0,0,4,2,1,5
4382,"CDI",437,18,10,2005,18,10,2005,0,0,0,0,0,0,0,1,1,5
4382,"FRN",220,18,10,2005,18,10,2005,1,0,0,0,0,0,7,3,1,5
4383,"ERI",531,25,10,2005,25,10,2005,0,0,0,0,0,0,11,3,1,5
4383,"ETH",530,25,10,2005,25,10,2005,1,1,1,0,0,0,11,3,1,5
4384,"CHA",483,5,11,2005,17,8,2006,1,1,2,0,0,0,17,4,1,5
4384,"SUD",625,5,11,2005,17,8,2006,0,0,0,0,0,0,17,4,1,5
4385,"KEN",501,24,4,2006,27,4,2006,0,0,0,0,0,0,17,4,1,5
4385,"ETH",530,24,4,2006,27,4,2006,1,1,2,0,1,-9,17,4,1,5
4386,"UGA",500,28,4,2006,28,4,2006,1,1,2,0,1,1,17,4,1,5
4386,"DRC",490,28,4,2006,28,4,2006,0,1,2,0,0,0,17,4,1,5
4387,"ETH",530,18,6,2006,21,1,2007,1,1,3,0,0,0,14,4,1,5
4387,"SOM",520,18,6,2006,21,1,2007,0,0,0,0,0,0,0,1,1,5
4388,"RWA",517,17,8,2006,17,8,2006,1,0,0,0,0,0,12,3,1,5
4388,"BUI",516,17,8,2006,17,8,2006,0,0,0,0,0,0,0,1,1,5
4389,"ETH",530,16,10,2006,16,10,2006,0,1,1,0,0,0,0,1,1,5
4389,"ERI",531,16,10,2006,16,10,2006,1,0,0,0,0,0,11,3,1,5
4390,"SUD",625,18,10,2006,9,4,2007,0,1,2,0,1,-9,17,4,1,5
4390,"CHA",483,18,10,2006,9,4,2007,1,1,2,0,1,-9,17,4,1,5
4391,"SOM",520,10,11,2006,10,11,2006,0,0,0,0,0,0,0,1,1,5
4391,"KEN",501,10,11,2006,10,11,2006,1,0,0,0,0,0,11,3,1,5
4392,"UGA",500,28,7,2007,19,12,2007,1,1,1,2,1,1,17,4,1,5
4392,"DRC",490,28,7,2007,19,12,2007,0,1,1,2,1,2,17,4,1,5
4393,"BUI",516,10,9,2007,13,3,2008,0,1,2,0,0,0,15,4,1,5
4393,"DRC",490,10,9,2007,13,3,2008,1,0,0,0,0,0,16,4,1,5
4394,"ETH",530,26,12,2007,26,12,2007,1,1,1,0,0,0,17,4,1,5
4394,"ERI",531,26,12,2007,26,12,2007,0,0,0,0,0,0,17,4,1,5
4395,"CHA",483,28,12,2007,13,7,2008,1,1,2,0,0,0,17,4,1,5
4395,"SUD",625,28,12,2007,13,7,2008,0,1,2,0,0,0,17,4,1,5
4396,"SOM",520,12,2,2008,12,2,2008,1,1,2,0,1,1,17,4,1,5
4396,"ETH",530,12,2,2008,12,2,2008,0,0,0,0,0,0,17,4,1,5
4397,"USA",2,2,3,2008,2,3,2008,1,1,2,0,0,0,16,4,1,5
4397,"SOM",520,2,3,2008,2,3,2008,0,0,0,0,0,0,0,1,1,5
4398,"ERI",531,18,4,2008,18,10,2008,1,0,0,0,1,-9,17,4,1,5
4398,"DJI",522,18,4,2008,18,10,2008,0,0,0,0,1,2,17,4,1,5
4399,"SUD",625,9,5,2008,8,7,2008,1,0,0,0,0,0,16,4,1,5
4399,"ETH",530,9,5,2008,8,7,2008,0,0,0,0,0,0,16,4,1,5
4400,"KEN",501,11,11,2008,11,11,2008,1,0,0,0,0,0,11,3,1,5
4400,"SOM",520,11,11,2008,11,11,2008,0,0,0,0,0,0,0,1,1,5
4401,"SOM",520,5,12,2008,20,9,2010,0,0,0,0,0,0,0,1,1,5
4401,"ETH",530,5,12,2008,20,9,2010,1,1,2,3,0,0,16,4,1,5
4402,"DRC",490,27,2,2009,27,8,2009,0,0,0,0,0,0,0,1,1,5
4402,"ANG",540,27,2,2009,27,8,2009,1,0,0,0,0,0,14,4,1,5
4403,"CHA",483,15,5,2009,15,7,2009,1,1,3,0,1,-9,16,4,1,5
4403,"SUD",625,15,5,2009,15,7,2009,0,0,0,0,0,0,0,1,1,5
4404,"KEN",501,20,6,2009,13,9,2009,1,0,0,0,0,0,11,3,1,5
4404,"SOM",520,20,6,2009,13,9,2009,0,0,0,0,0,0,0,1,1,5
4405,"ETH",530,3,1,2010,3,1,2010,1,1,1,0,1,10,17,4,1,5
4405,"ERI",531,3,1,2010,3,1,2010,0,0,0,0,1,-9,17,4,1,5
4406,"RWA",517,28,6,2010,28,6,2010,1,0,0,0,0,0,11,3,1,5
4406,"UGA",500,28,6,2010,28,6,2010,0,0,0,0,0,0,0,1,1,5
4407,"YEM",679,29,8,2010,1,9,2010,0,1,2,0,0,0,15,4,1,5
4407,"ERI",531,29,8,2010,1,9,2010,1,0,0,0,0,0,12,3,1,5
4408,"KEN",501,29,8,2010,31,12,2010,0,0,0,0,0,0,0,1,1,5
4408,"UGA",500,29,8,2010,31,12,2010,1,1,2,0,1,3,14,4,1,5
4409,"IRN",630,22,2,2002,22,2,2002,1,1,2,0,0,0,7,3,1,5
4409,"AZE",373,22,2,2002,22,2,2002,0,0,0,0,0,0,7,3,1,5
4410,"TUR",640,2,4,2002,3,4,2002,1,1,1,0,0,0,7,3,1,5
4410,"CYP",352,2,4,2002,2,4,2002,0,0,0,0,0,0,0,1,1,5
4410,"GRC",350,3,4,2002,3,4,2002,0,0,0,0,0,0,0,1,0,5
4411,"AZE",373,23,5,2002,23,5,2002,0,0,0,0,0,0,0,1,1,5
4411,"RUS",365,23,5,2002,23,5,2002,1,1,2,0,0,0,11,3,1,5
4412,"MAC",343,21,7,2002,21,7,2002,1,0,0,0,0,0,16,4,1,5
4412,"ALB",339,21,7,2002,21,7,2002,0,0,0,0,0,0,0,1,1,5
4413,"CRO",344,6,8,2002,6,8,2002,1,1,2,0,0,0,7,3,1,5
4413,"SLV",349,6,8,2002,6,8,2002,0,0,0,0,0,0,0,1,1,5
4414,"AZE",373,9,8,2002,31,12,2014,0,0,0,0,-9,-9,17,4,1,5
4414,"ARM",371,9,8,2002,31,12,2014,1,1,1,0,-9,-9,17,4,1,5
4415,"GRC",350,11,8,2002,11,8,2002,0,0,0,0,0,0,0,1,1,5
4415,"TUR",640,11,8,2002,11,8,2002,1,1,1,0,0,0,7,3,1,5
4416,"RUS",365,3,2,2003,3,2,2003,1,1,2,0,0,0,7,3,1,5
4416,"GRG",372,3,2,2003,3,2,2003,0,0,0,0,0,0,0,1,1,5
4417,"DEN",390,26,4,2003,26,4,2003,1,0,0,0,0,0,7,3,1,5
4417,"RUS",365,26,4,2003,26,4,2003,0,0,0,0,0,0,0,1,1,5
4418,"IRN",630,27,5,2003,27,5,2003,1,0,0,0,0,0,7,3,1,5
4418,"AZE",373,27,5,2003,27,5,2003,0,1,2,0,0,0,8,3,1,5
4419,"UKR",369,-9,7,2003,-9,1,2004,0,0,0,0,0,0,0,1,1,5
4419,"MLD",359,-9,7,2003,-9,1,2004,1,1,1,0,0,0,11,3,1,5
4420,"GRG",372,20,9,2003,20,9,2003,0,0,0,0,0,0,0,1,1,5
4420,"RUS",365,20,9,2003,20,9,2003,1,1,2,0,0,0,7,3,1,5
4421,"TAJ",702,20,3,2004,20,3,2004,0,0,0,0,0,0,0,1,1,5
4421,"UZB",704,20,3,2004,20,3,2004,1,0,0,0,0,0,16,4,1,5
4422,"GRG",372,2,4,2004,6,8,2004,1,0,0,0,0,0,16,4,1,5
4422,"RUS",365,2,4,2004,6,8,2004,0,1,2,0,0,0,7,3,1,5
4423,"TUR",640,21,10,2004,30,3,2005,1,1,1,2,0,0,7,3,1,5
4423,"GRC",350,21,10,2004,30,3,2005,0,1,1,2,0,0,7,3,1,5
4424,"GRG",372,22,3,2005,29,9,2006,0,0,0,0,0,0,15,4,1,5
4424,"RUS",365,22,3,2005,29,9,2006,1,1,2,0,0,0,12,3,1,5
4425,"UKR",369,23,3,2005,23,3,2005,0,0,0,0,0,0,7,3,1,5
4425,"RUS",365,23,3,2005,23,3,2005,1,0,0,0,0,0,12,3,1,5
4426,"KYR",703,23,3,2005,6,6,2005,0,0,0,0,0,0,16,4,1,5
4426,"TAJ",702,23,3,2005,6,6,2005,1,0,0,0,0,0,8,3,1,5
4427,"TAJ",702,13,5,2005,2,11,2005,1,0,0,0,0,0,11,3,1,5
4427,"UZB",704,13,5,2005,2,11,2005,0,0,0,0,0,0,11,3,1,5
4428,"KYR",703,23,5,2005,23,5,2005,1,0,0,0,0,0,11,3,1,5
4428,"UZB",704,23,5,2005,23,5,2005,0,0,0,0,0,0,11,3,1,5
4429,"RUS",365,24,10,2005,27,10,2005,0,0,0,0,0,0,0,1,1,5
4429,"NOR",385,24,10,2005,27,10,2005,1,1,2,0,0,0,15,4,1,5
4430,"UZB",704,14,12,2005,14,12,2005,0,0,0,0,0,0,0,1,1,5
4430,"KYR",703,14,12,2005,14,12,2005,1,0,0,0,0,0,11,3,1,5
4431,"TUR",640,23,5,2006,16,10,2006,0,1,1,2,0,0,7,3,1,5
4431,"GRC",350,23,5,2006,16,10,2006,1,1,1,2,0,0,7,3,1,5
4432,"UZB",704,30,6,2006,26,9,2006,0,0,0,0,0,0,0,1,1,5
4432,"KYR",703,30,6,2006,26,9,2006,1,0,0,0,0,0,16,4,1,5
4433,"TAJ",702,26,9,2006,7,12,2006,1,0,0,0,0,0,16,4,1,5
4433,"UZB",704,26,9,2006,7,12,2006,0,0,0,0,0,0,12,3,1,5
4434,"TUR",640,11,10,2006,11,10,2006,0,0,0,0,0,0,0,1,1,5
4434,"ARM",371,11,10,2006,11,10,2006,1,0,0,0,0,0,16,4,1,5
4435,"GRC",350,12,5,2007,24,7,2007,0,0,0,0,0,0,7,3,1,5
4435,"TUR",640,12,5,2007,24,7,2007,1,0,0,0,0,0,7,3,1,5
4436,"GRG",372,6,8,2007,24,9,2010,0,1,2,0,3,-9,17,4,1,5
4436,"RUS",365,6,8,2007,24,9,2010,1,1,2,0,2,-9,17,4,1,5
4437,"FIN",375,27,12,2007,16,2,2008,0,0,0,0,0,0,0,1,1,5
4437,"RUS",365,27,12,2007,16,2,2008,1,0,0,0,0,0,7,3,1,5
4438,"UKR",369,15,4,2008,15,4,2008,0,0,0,0,0,0,0,1,1,5
4438,"RUS",365,15,4,2008,15,4,2008,1,0,0,0,0,0,7,3,1,5
4439,"TUR",640,17,4,2008,17,4,2008,0,0,0,0,0,0,0,1,1,5
4439,"BUL",355,17,4,2008,17,4,2008,1,1,2,0,0,0,16,4,1,5
4440,"RUS",365,14,7,2008,14,7,2008,1,1,2,0,0,0,7,3,1,5
4440,"NOR",385,14,7,2008,14,7,2008,0,0,0,0,0,0,0,1,1,5
4441,"UKR",369,9,4,2009,9,4,2009,1,0,0,0,0,0,11,3,1,5
4441,"MLD",359,9,4,2009,9,4,2009,0,0,0,0,0,0,0,1,1,5
4442,"UZB",704,17,1,2010,12,6,2010,0,0,0,0,0,0,17,4,1,5
4442,"KYR",703,17,1,2010,12,6,2010,1,0,0,0,0,0,17,4,1,5
4443,"TUR",640,8,6,2010,8,6,2010,1,0,0,0,0,0,7,3,1,5
4443,"GRC",350,8,6,2010,8,6,2010,0,0,0,0,0,0,0,1,1,5
4444,"CHN",710,15,4,2002,3,11,2002,0,0,0,0,0,0,0,1,1,5
4444,"TAW",713,15,4,2002,3,11,2002,1,1,2,0,0,0,7,3,1,5
4445,"CHN",710,8,5,2002,8,5,2002,1,1,2,0,0,0,12,3,1,5
4445,"JPN",740,8,5,2002,8,5,2002,0,0,0,0,0,0,0,1,1,5
4446,"CHN",710,8,6,2002,13,6,2002,1,0,0,0,0,0,7,3,1,5
4446,"DRV",816,8,6,2002,13,6,2002,0,0,0,0,0,0,0,1,1,5
4447,"CHN",710,13,6,2002,13,6,2002,1,1,2,0,0,0,12,3,1,5
4447,"ROK",732,13,6,2002,13,6,2002,0,0,0,0,0,0,0,1,1,5
4448,"CHN",710,16,7,2002,19,7,2002,0,0,0,0,0,0,0,1,1,5
4448,"PHI",840,16,7,2002,19,7,2002,1,1,2,0,0,0,15,4,1,5
4449,"JPN",740,4,9,2002,4,9,2002,1,1,2,0,0,0,7,3,1,5
4449,"PRK",731,4,9,2002,4,9,2002,0,0,0,0,0,0,0,1,1,5
4450,"CHN",710,19,9,2002,19,9,2002,1,0,1,2,0,0,7,3,1,5
4450,"USA",2,19,9,2002,19,9,2002,0,0,0,0,0,0,0,1,1,5
4451,"PRK",731,10,12,2002,11,12,2002,0,0,0,0,0,0,0,1,1,5
4451,"USA",2,10,12,2002,11,12,2002,1,0,0,0,0,0,15,4,1,5
4451,"SPN",230,10,12,2002,11,12,2002,1,0,0,0,0,0,15,4,1,5
4452,"INS",850,2,1,2003,2,1,2003,1,1,2,0,0,0,16,4,1,5
4452,"PNG",910,2,1,2003,2,1,2003,0,0,0,0,0,0,0,1,1,5
4453,"PHI",840,27,1,2003,27,1,2003,0,0,0,0,0,0,0,1,1,5
4453,"INS",850,27,1,2003,27,1,2003,1,1,2,0,0,0,16,4,1,5
4454,"JPN",740,13,2,2003,13,2,2003,1,1,2,0,0,0,7,3,1,5
4454,"TAW",713,13,2,2003,13,2,2003,0,0,0,0,0,0,0,1,1,5
4455,"USA",2,21,2,2003,23,9,2003,1,1,2,0,0,0,7,3,1,5
4455,"PRK",731,21,2,2003,23,9,2003,0,1,2,0,0,0,7,3,1,5
4456,"JPN",740,7,3,2003,11,6,2003,1,1,2,0,0,0,15,4,1,5
4456,"PRK",731,7,3,2003,11,6,2003,0,0,0,0,0,0,0,1,1,5
4457,"JPN",740,23,6,2003,27,3,2004,1,1,2,0,0,0,15,4,1,5
4457,"CHN",710,23,6,2003,27,3,2004,0,0,0,0,0,0,0,1,1,5
4458,"CHN",710,26,6,2003,26,6,2003,1,0,0,0,0,0,12,3,1,5
4458,"IND",750,26,6,2003,26,6,2003,0,0,0,0,0,0,0,1,1,5
4459,"SPN",230,1,7,2003,4,7,2003,1,0,0,0,0,0,15,4,1,5
