"YearBuilt","YearRemodeled","Condition","NumStories","FinSqFt","Bedroom","FullBath","HalfBath","TotalRooms","LotSize","TotalValue","City"
1992,NA,"Average",1,1484,3,2,0,6,1.585,160400,"KESWICK"
1961,NA,"Average",1,1200,3,1,0,5,5,257000,"KESWICK"
1984,NA,"Average",1,1363,3,2,0,5,2.38,321500,"KESWICK"
1984,NA,"Average",1,1791,3,2,0,7,3.37,163100,"KESWICK"
1956,NA,"Average",1.3,2293,3,2,0,6,2.25,335900,"KESWICK"
1800,2014,"Good",1.25,1847,2,2,1,4,0.928,256000,"KESWICK"
1985,NA,"Average",1,1762,3,2,1,7,39.29,569100,"KESWICK"
1977,NA,"Good",1,1977,5,4,0,9,10,433600,"KESWICK"
1986,NA,"Average",1,1152,4,2,0,7,2,130000,"KESWICK"
1978,NA,"Average",1.5,1789,3,2,0,6,2.236,197600,"KESWICK"
1969,NA,"Average",1,2146,3,2,1,6,23.16,487800,"KESWICK"
2015,NA,"Average",1,1156,2,2,0,3,2.515,238200,"KESWICK"
1930,NA,"Average",1.3,1596,3,2,0,5,5.1,271100,"KESWICK"
2007,NA,"Average",1.7,1612,3,2,0,5,3.114,202500,"KESWICK"
1733,2021,"Excellent",1.3,1411,2,1,0,5,82.92,261400,"KESWICK"
1962,NA,"Average",1,1176,2,1,1,5,7.3,295400,"KESWICK"
1975,1993,"Average",1,1978,3,2,0,6,1.947,287700,"KESWICK"
1982,NA,"Average",1,1703,3,2,1,5,3.755,310800,"KESWICK"
2015,NA,"Average",1.3,2676,3,3,1,6,2.147,517900,"KESWICK"
2002,NA,"Average",1.3,2826,2,2,1,4,5,649300,"KESWICK"
1890,1980,"Average",2,2094,3,2,0,6,15,443300,"KESWICK"
1981,NA,"Average",1,2286,3,3,0,6,5,392700,"KESWICK"
1992,2009,"Average",1,1120,2,1,0,5,8,287400,"KESWICK"
1985,NA,"Average",1,1546,3,3,0,6,4.4,361000,"KESWICK"
1968,NA,"Average",1,1181,3,1,0,5,2,245500,"KESWICK"
1969,NA,"Average",1,1252,3,1,0,5,3.12,250100,"KESWICK"
1952,NA,"Average",1.5,2961,5,2,1,8,4.55,342800,"KESWICK"
2009,NA,"Average",1.3,2792,4,3,0,6,3.38,534200,"KESWICK"
2008,NA,"Average",1.5,3694,5,4,1,8,3.79,729600,"KESWICK"
2008,NA,"Average",1.9,2515,3,2,1,6,9.25,531600,"KESWICK"
1993,NA,"Average",1,924,3,2,0,5,3.004,120400,"KESWICK"
1992,NA,"Average",1.5,2523,3,2,2,6,2.01,347400,"KESWICK"
1985,NA,"Average",2,2688,3,3,1,6,49.39,466200,"KESWICK"
2000,NA,"Average",1.5,8212,6,6,1,9,91.04,2276500,"KESWICK"
1997,NA,"Average",1,1012,3,2,0,6,222.01,3752500,"KESWICK"
1978,NA,"Average",1,1160,3,1,1,5,10.786,2e+05,"KESWICK"
1989,NA,"Average",1,1392,3,2,0,6,5,272900,"KESWICK"
1989,NA,"Average",1,1208,3,2,0,6,5,253900,"KESWICK"
2001,NA,"Average",1.3,1020,2,1,0,5,5,187300,"KESWICK"
1993,NA,"Average",1,1561,3,2,1,6,9.755,372200,"KESWICK"
1989,NA,"Average",2,3331,4,2,1,8,6.904,442000,"KESWICK"
1994,NA,"Average",1,1566,3,2,0,6,6.228,314900,"KESWICK"
1992,NA,"Average",2,3882,5,4,1,9,32.374,934000,"KESWICK"
2003,NA,"Average",1.3,5800,4,4,1,8,22.41,2351200,"KESWICK"
1994,NA,"Average",1.5,3927,5,3,1,9,21.87,998300,"KESWICK"
1995,NA,"Average",1,3337,3,2,1,6,24.37,872800,"KESWICK"
1990,NA,"Average",2,4248,3,3,1,8,36.48,1365500,"KESWICK"
1996,NA,"Average",1,3378,5,4,1,9,21.2,1085000,"KESWICK"
1997,NA,"Average",2,3154,3,3,0,6,29.77,1011200,"KESWICK"
1986,NA,"Average",2,2332,4,2,1,8,22.93,787400,"KESWICK"
1986,NA,"Average",2,2337,4,2,1,8,21.67,727800,"KESWICK"
1998,NA,"Average",1,3463,3,3,1,6,36.21,1339300,"KESWICK"
2006,NA,"Average",1,1392,1,1,0,4,8.58,389200,"KESWICK"
1989,NA,"Average",1.3,3373,3,2,1,6,39.565,1014700,"KESWICK"
1980,NA,"Good",1,2020,3,2,0,7,23.99,483900,"CHARLOTTESVILLE"
1994,NA,"Good",1.5,1326,3,2,1,7,2.49,342400,"CHARLOTTESVILLE"
1996,NA,"Good",2,2000,3,2,1,8,2,328700,"CHARLOTTESVILLE"
1960,NA,"Fair",1,640,2,1,0,4,0.47,91400,"CHARLOTTESVILLE"
1973,NA,"Average",1,960,3,1,0,5,0.46,116500,"CHARLOTTESVILLE"
1979,NA,"Average",1,1740,3,1,0,5,2.62,276700,"CHARLOTTESVILLE"
1965,NA,"Fair",1,2153,4,2,0,9,0.86,327900,"CHARLOTTESVILLE"
2001,NA,"Average",1,1120,2,2,1,6,104.707,330600,"CHARLOTTESVILLE"
1978,NA,"Average",1.3,2338,3,2,0,6,4,350700,"CHARLOTTESVILLE"
2010,NA,"Average",1.7,2735,4,2,1,8,5.924,665800,"CHARLOTTESVILLE"
2012,NA,"Average",2.3,2608,4,3,1,8,3.282,514200,"CHARLOTTESVILLE"
2007,NA,"Average",1.9,2904,4,4,1,8,3.213,632500,"CHARLOTTESVILLE"
2012,NA,"Average",1.7,2514,4,2,1,8,3.533,475700,"CHARLOTTESVILLE"
2007,NA,"Average",1.9,2749,4,4,2,8,3.509,655400,"CHARLOTTESVILLE"
2006,NA,"Average",2,2562,5,4,1,8,3.215,557200,"CHARLOTTESVILLE"
2006,NA,"Average",2,4214,4,4,0,9,2.582,773300,"CHARLOTTESVILLE"
2009,NA,"Average",1.9,3404,3,2,1,8,2.041,648400,"CHARLOTTESVILLE"
2007,NA,"Average",1.3,2662,4,4,0,8,2.01,608700,"CHARLOTTESVILLE"
2013,NA,"Average",2,2660,4,3,1,7,5.334,551700,"CHARLOTTESVILLE"
1993,NA,"Good",1,880,2,2,0,6,9.502,347100,"CHARLOTTESVILLE"
1957,NA,"Average",1,1388,3,2,1,6,16.2,449400,"CHARLOTTESVILLE"
1900,NA,"Average",2,1504,2,1,0,5,1.33,168000,"CHARLOTTESVILLE"
1906,NA,"Average",1.5,1488,2,1,0,7,0.5,149800,"CHARLOTTESVILLE"
1900,NA,"Average",2,1760,3,1,0,6,0.549,155400,"CHARLOTTESVILLE"
1900,NA,"Average",1,2052,2,1,0,7,0.227,169700,"CHARLOTTESVILLE"
1900,NA,"Average",2,2616,4,1,1,7,0.438,242500,"CHARLOTTESVILLE"
1754,NA,"Poor",1.33,1056,2,1,0,6,1,97900,"CHARLOTTESVILLE"
2002,NA,"Average",1,2442,2,2,0,5,1.01,235700,"CHARLOTTESVILLE"
1900,NA,"Average",2,1428,3,1,0,6,1.445,221000,"CHARLOTTESVILLE"
1984,NA,"Fair",1,1008,2,1,1,4,0.74,133600,"CHARLOTTESVILLE"
1930,2018,"Excellent",2,1856,3,2,1,7,0.63,309400,"CHARLOTTESVILLE"
1900,NA,"Average",2,1548,3,2,0,4,0.52,228500,"CHARLOTTESVILLE"
1930,NA,"Average",2,1816,3,2,0,5,0.781,281900,"CHARLOTTESVILLE"
1900,NA,"Poor",2,2152,1,0,0,4,0.5,19200,"CHARLOTTESVILLE"
1875,NA,"Fair",2,2616,3,2,0,8,5.93,295800,"CHARLOTTESVILLE"
1940,1997,"Good",1.3,1978,3,1,1,6,0.566,347900,"CHARLOTTESVILLE"
2004,NA,"Average",1,1500,3,2,0,6,2.2,296300,"CHARLOTTESVILLE"
2020,NA,"Average",2,4070,5,6,1,9,32.313,1672400,"NORTH GARDEN"
1962,NA,"Excellent",1.5,1758,3,1,0,5,2,362100,"CHARLOTTESVILLE"
1998,NA,"Average",1,836,3,1,0,6,0.539,202200,"CHARLOTTESVILLE"
1900,NA,"Good",2,2978,3,2,0,8,3.319,500800,"CHARLOTTESVILLE"
1965,NA,"Average",1,1404,3,2,0,6,2.258,290300,"CHARLOTTESVILLE"
1873,NA,"Average",1.9,2538,4,2,0,7,3.85,572400,"CHARLOTTESVILLE"
1900,2018,"Good",1,1071,3,1,0,5,0.57,227000,"CHARLOTTESVILLE"
1900,NA,"Average",2,1260,1,1,0,4,0.52,172500,"CHARLOTTESVILLE"
1963,NA,"Average",1,816,3,1,0,5,1.828,177000,"CHARLOTTESVILLE"
1900,NA,"Good",1.7,2597,4,3,0,6,1.2,622400,"CHARLOTTESVILLE"
1900,NA,"Average",1.7,1886,2,2,0,7,1.325,297400,"CHARLOTTESVILLE"
1960,NA,"Average",1,1000,3,1,0,6,0.8,222000,"CHARLOTTESVILLE"
2015,NA,"Average",1,1500,3,3,0,7,0.86,379800,"CHARLOTTESVILLE"
1875,2019,"Good",1.9,3888,4,4,0,11,2.366,720000,"CHARLOTTESVILLE"
1940,1993,"Average",1,840,2,1,0,4,2.496,141400,"CHARLOTTESVILLE"
1972,NA,"Very Poor",1,720,2,1,0,5,2.082,79400,"CHARLOTTESVILLE"
1995,NA,"Good",1.5,2171,3,3,1,6,2,368900,"CHARLOTTESVILLE"
2004,NA,"Average",2.3,2829,4,2,1,9,3.62,430900,"CHARLOTTESVILLE"
1994,NA,"Fair",1,1340,3,2,0,5,3.04,306700,"CHARLOTTESVILLE"
1961,NA,"Average",1,2359,4,2,0,7,15.351,359500,"CHARLOTTESVILLE"
1994,NA,"Average",1,1560,1,1,0,3,38.851,326600,"NORTH GARDEN"
1960,2018,"Excellent",1,1400,3,2,0,6,1.59,330100,"NORTH GARDEN"
1977,NA,"Good",1.7,3774,4,4,1,7,18.667,1261000,"NORTH GARDEN"
1865,1980,"Average",1.9,2269,3,2,1,8,3,475600,"CHARLOTTESVILLE"
2020,NA,"Average",1.22,2678,4,3,0,8,7.69,855200,"CHARLOTTESVILLE"
1991,NA,"Average",1,1792,4,2,0,6,2.115,331900,"CHARLOTTESVILLE"
1750,NA,"Average",1.5,3025,5,1,0,8,100.27,410800,"NORTH GARDEN"
1952,2016,"Good",2,6252,7,6,3,14,54.902,2886700,"NORTH GARDEN"
1950,2018,"Excellent",1,1073,2,2,0,6,2.373,419100,"NORTH GARDEN"
1830,2018,"Excellent",2,3885,3,2,1,8,53.874,1435000,"NORTH GARDEN"
2019,NA,"Average",2,2800,3,3,1,7,8.179,1197700,"NORTH GARDEN"
1754,2015,"Excellent",1,1498,2,1,1,6,27.017,629300,"NORTH GARDEN"
2008,NA,"Average",1.5,1805,3,2,0,6,2.67,597900,"NORTH GARDEN"
2008,NA,"Average",1.9,3259,4,4,1,10,29.376,1459200,"NORTH GARDEN"
2013,NA,"Average",2,5525,3,3,2,10,10.241,3024100,"NORTH GARDEN"
2014,NA,"Average",1.3,3059,3,3,0,8,56.888,1602500,"NORTH GARDEN"
2012,NA,"Average",1.25,3636,1,4,0,6,32.713,1681400,"NORTH GARDEN"
1754,NA,"Good",1.5,1377,2,1,0,4,32.182,616200,"NORTH GARDEN"
2015,NA,"Average",1.75,2526,3,3,1,8,34.762,1373400,"NORTH GARDEN"
2011,NA,"Average",2.3,3798,4,3,1,11,15.116,1523200,"NORTH GARDEN"
2015,NA,"Average",2,8879,4,4,3,16,128.105,3671300,"NORTH GARDEN"
2015,NA,"Average",1.3,3192,3,4,0,8,23.371,1449800,"NORTH GARDEN"
2012,NA,"Average",2,3457,3,3,1,7,26.362,1366200,"NORTH GARDEN"
2012,NA,"Average",1.9,3912,4,4,2,11,3.906,1449500,"NORTH GARDEN"
1974,NA,"Average",2,1320,4,2,1,6,29.417,631600,"NORTH GARDEN"
2010,NA,"Average",2,2756,3,2,1,8,6.094,1212500,"NORTH GARDEN"
2018,NA,"Average",2,3205,3,4,1,10,15.367,1432200,"NORTH GARDEN"
2015,NA,"Average",1.5,4762,5,4,2,10,21.022,2318500,"NORTH GARDEN"
2017,NA,"Average",1,3821,3,4,2,8,21.098,2839100,"NORTH GARDEN"
2012,NA,"Average",1.3,3771,3,2,1,7,26.838,1730400,"NORTH GARDEN"
2010,NA,"Average",1.5,1568,2,1,1,6,2.024,722900,"NORTH GARDEN"
1969,NA,"Fair",1,1566,3,1,1,6,2.773,266400,"NORTH GARDEN"
1933,1963,"Average",1,1408,3,2,0,5,3.32,225300,"NORTH GARDEN"
2003,NA,"Average",1,1144,3,2,0,6,2.003,231400,"NORTH GARDEN"
2005,NA,"Average",1,1196,3,2,0,6,4.217,275500,"NORTH GARDEN"
1930,NA,"Average",1,769,2,1,0,5,2.445,156300,"NORTH GARDEN"
1940,NA,"Average",1,1198,3,1,0,7,2.013,181100,"NORTH GARDEN"
1969,NA,"Average",1,1364,3,1,1,6,1.712,242300,"NORTH GARDEN"
2007,NA,"Average",1,1680,3,2,0,5,1.379,157800,"NORTH GARDEN"
1960,NA,"Average",1,2214,5,4,0,8,9.44,492800,"NORTH GARDEN"
1989,NA,"Average",1,1828,3,2,0,7,9.017,427200,"NORTH GARDEN"
1965,NA,"Average",1,1512,4,2,0,7,6.641,375600,"NORTH GARDEN"
1979,NA,"Average",1,1914,3,2,0,7,178.6,1183200,"NORTH GARDEN"
2012,NA,"Average",2,3214,2,2,0,6,158.232,2141600,"CHARLOTTESVILLE"
1856,1970,"Average",1.7,3390,3,2,0,7,27.65,785600,"CHARLOTTESVILLE"
1986,NA,"Average",1.9,2580,3,3,0,7,11.9,604900,"NORTH GARDEN"
1981,NA,"Fair",1.7,1930,2,1,0,5,11.05,345500,"CHARLOTTESVILLE"
1986,NA,"Fair",1.3,3500,4,4,2,8,3.62,468700,"NORTH GARDEN"
1986,NA,"Average",1.7,1768,3,2,0,6,2.6,317400,"NORTH GARDEN"
1982,NA,"Average",1,1000,3,2,1,5,5.67,327800,"NORTH GARDEN"
2006,NA,"Average",1,3296,4,3,2,8,3.08,885400,"NORTH GARDEN"
1986,NA,"Average",2,2660,4,3,1,7,3.01,378300,"NORTH GARDEN"
1991,NA,"Average",2,1614,3,2,1,7,2.64,261200,"NORTH GARDEN"
1978,NA,"Average",1.3,6487,5,4,1,10,89.186,2187200,"CHARLOTTESVILLE"
1997,NA,"Average",1.3,2240,3,3,0,7,7.723,490900,"CHARLOTTESVILLE"
2018,NA,"Average",2,5413,4,3,1,10,21.029,2488100,"CHARLOTTESVILLE"
2008,NA,"Average",1.3,6518,8,9,1,18,21,3160200,"CHARLOTTESVILLE"
2006,NA,"Average",2.3,8471,5,5,0,12,7,1878000,"CHARLOTTESVILLE"
2015,NA,"Average",1.5,3102,3,2,1,8,3.27,998700,"CHARLOTTESVILLE"
2006,NA,"Average",1.3,3343,3,4,0,8,4.06,1017100,"CHARLOTTESVILLE"
2006,NA,"Average",1,3064,3,3,1,8,5.27,1016600,"CHARLOTTESVILLE"
2015,NA,"Average",1.3,2925,4,5,1,10,4.26,1113900,"CHARLOTTESVILLE"
2009,NA,"Average",1.5,4071,4,3,2,9,9,1139700,"CHARLOTTESVILLE"
2013,NA,"Average",1,2289,3,3,1,9,4.05,1193100,"CHARLOTTESVILLE"
2006,NA,"Average",2,4273,5,5,1,9,3.45,1070100,"CHARLOTTESVILLE"
2010,NA,"Average",1.5,4206,4,3,1,9,3.45,1101100,"CHARLOTTESVILLE"
2014,NA,"Average",2,3471,2,2,1,8,21,1194800,"CHARLOTTESVILLE"
2014,NA,"Average",1.5,3953,4,4,1,8,21,1488500,"CHARLOTTESVILLE"
2012,NA,"Average",1.7,3991,4,5,1,10,21.731,1664400,"CHARLOTTESVILLE"
1987,NA,"Good",1.9,4405,6,4,1,10,21,1206400,"NORTH GARDEN"
1993,NA,"Average",1.5,1742,3,2,1,6,4.42,547500,"NORTH GARDEN"
2007,NA,"Average",1.7,3320,4,3,0,8,3.5,668900,"NORTH GARDEN"
2006,NA,"Average",1,2533,4,3,1,9,21.5,1102300,"NORTH GARDEN"
2005,NA,"Average",2,2292,3,2,1,7,4.75,469100,"NORTH GARDEN"
2006,NA,"Average",1.7,2647,4,3,1,8,5,668700,"NORTH GARDEN"
1920,1976,"Good",2,5432,5,2,1,12,10,1277600,"NORTH GARDEN"
1964,NA,"Average",1,1652,3,2,0,7,2.004,307800,"NORTH GARDEN"
2012,NA,"Average",1.3,2671,3,3,1,7,2,507100,"NORTH GARDEN"
1976,NA,"Average",1.5,2398,3,2,1,7,8.913,496500,"NORTH GARDEN"
1973,NA,"Good",1,1689,3,2,0,7,15,452200,"NORTH GARDEN"
1985,NA,"Average",1.7,2214,2,2,1,5,5,448800,"NORTH GARDEN"
1983,NA,"Good",2.3,4344,4,3,1,8,8.419,821400,"NORTH GARDEN"
1978,NA,"Good",1.5,2224,3,3,0,5,6.115,339100,"NORTH GARDEN"
1983,NA,"Good",1.7,2012,4,3,0,8,8,478300,"NORTH GARDEN"
1985,2018,"Good",1.16,2410,4,3,0,7,6.847,510500,"NORTH GARDEN"
1977,NA,"Average",1,1552,3,2,0,6,6.5,335100,"NORTH GARDEN"
1986,NA,"Average",1.9,3326,4,3,0,10,34.97,1081000,"NORTH GARDEN"
1987,NA,"Average",1.5,2720,3,2,1,7,6,577700,"NORTH GARDEN"
1988,1997,"Average",2,3792,3,2,1,6,12.121,728300,"NORTH GARDEN"
1980,NA,"Average",2,3651,4,3,1,7,31.026,1203800,"NORTH GARDEN"
1994,NA,"Average",1.7,2728,2,2,1,6,9.763,384000,"NORTH GARDEN"
1995,NA,"Average",1,1344,2,2,0,5,4,314000,"NORTH GARDEN"
1908,NA,"Good",1.7,3232,4,3,0,8,11.696,653700,"NORTH GARDEN"
1997,NA,"Average",2,3488,4,3,0,8,5,619800,"NORTH GARDEN"
1987,NA,"Average",1,1428,3,2,0,6,2,305900,"NORTH GARDEN"
1989,NA,"Average",1,1458,3,2,0,6,2,275100,"NORTH GARDEN"
2006,NA,"Average",2,2596,4,2,1,8,2.084,392700,"NORTH GARDEN"
1993,NA,"Average",1.9,2800,4,2,1,5,5.056,519500,"NORTH GARDEN"
1987,NA,"Average",2,2400,4,2,1,8,3.634,406000,"NORTH GARDEN"
1992,NA,"Average",2,2944,3,2,1,7,4.481,597500,"NORTH GARDEN"
1988,NA,"Average",2,2432,4,2,1,8,4.315,421300,"NORTH GARDEN"
1991,NA,"Average",1.5,1890,3,3,1,6,3.763,430800,"NORTH GARDEN"
2012,NA,"Average",1.5,3004,4,3,0,8,3.01,800600,"NORTH GARDEN"
2010,NA,"Average",1.3,2817,3,3,1,8,3.01,814200,"NORTH GARDEN"
2012,NA,"Average",1,2182,3,2,1,8,6.31,723200,"NORTH GARDEN"
2013,NA,"Average",2,3788,4,3,1,8,3.91,869500,"NORTH GARDEN"
2013,NA,"Average",1.9,3848,4,5,0,11,3.49,778500,"NORTH GARDEN"
2013,NA,"Average",1.3,2914,3,2,1,8,7.53,1022800,"NORTH GARDEN"
1958,NA,"Average",1.7,2454,4,2,0,6,21.74,638700,"NORTH GARDEN"
1700,1930,"Average",1.3,1813,4,2,0,7,6.537,358100,"NORTH GARDEN"
1920,NA,"Fair",1,1752,3,2,0,5,1,174300,"NORTH GARDEN"
1890,NA,"Good",1.9,4586,5,4,1,11,29.525,1327600,"NORTH GARDEN"
2000,NA,"Average",1,1260,3,3,0,7,4.75,263200,"NORTH GARDEN"
2006,NA,"Average",2.5,2442,3,2,1,8,15.5,539200,"NORTH GARDEN"
2006,NA,"Average",1,2242,3,3,0,7,15.5,614900,"NORTH GARDEN"
1949,NA,"Average",1.3,1875,3,2,0,7,1,239300,"NORTH GARDEN"
1960,2020,"Good",1,1232,3,2,0,5,1.049,225600,"NORTH GARDEN"
1920,2018,"Good",2,1372,2,1,0,5,2.42,353400,"NORTH GARDEN"
1930,NA,"Average",1,1110,3,1,0,5,1.466,143700,"NORTH GARDEN"
1950,NA,"Average",1,1064,3,1,0,6,1.87,191200,"NORTH GARDEN"
1966,NA,"Average",1,1460,3,1,1,5,1.922,267800,"NORTH GARDEN"
1946,NA,"Fair",1,780,2,1,0,4,0.345,97200,"NORTH GARDEN"
1979,NA,"Average",1,1172,2,1,1,5,0.72,184400,"NORTH GARDEN"
1950,NA,"Average",1,1202,2,1,0,4,2.49,252500,"NORTH GARDEN"
1920,NA,"Fair",2,1888,3,1,0,6,2,174800,"NORTH GARDEN"
1962,NA,"Fair",1,1533,3,2,0,6,1.75,249400,"NORTH GARDEN"
2001,NA,"Average",1.5,2319,4,2,1,9,2.279,403800,"NORTH GARDEN"
1960,NA,"Average",1,1200,4,1,0,7,0.69,239300,"NORTH GARDEN"
1995,NA,"Average",1,1860,4,2,1,7,6.276,366900,"NORTH GARDEN"
1972,NA,"Average",1,1530,3,2,0,6,2.01,345800,"NORTH GARDEN"
1972,NA,"Average",1,1433,3,2,0,5,2.01,319500,"NORTH GARDEN"
1993,NA,"Average",1.3,2268,3,2,0,6,2,372800,"NORTH GARDEN"
1992,NA,"Average",1,2892,3,2,1,7,4.325,561300,"NORTH GARDEN"
1994,NA,"Average",1,1400,3,2,0,6,31.773,610100,"NORTH GARDEN"
1990,NA,"Average",1.7,1972,3,2,1,7,2.31,271700,"NORTH GARDEN"
2001,NA,"Average",2.3,2481,4,3,1,11,2.008,479400,"NORTH GARDEN"
1986,NA,"Average",1,1400,4,3,0,8,2.606,338500,"NORTH GARDEN"
1940,NA,"Average",1.5,1476,4,2,0,6,1.538,201700,"NORTH GARDEN"
2003,NA,"Average",1,1652,3,3,0,6,1.469,313200,"NORTH GARDEN"
1982,NA,"Average",1,2170,7,3,0,5,2,429900,"NORTH GARDEN"
1979,NA,"Fair",1,960,4,2,0,7,2,195400,"NORTH GARDEN"
1981,NA,"Average",1,1936,3,2,1,6,2,390600,"NORTH GARDEN"
1980,NA,"Average",1,1921,3,3,0,7,2,406000,"NORTH GARDEN"
1996,NA,"Good",1,1586,3,3,0,7,2.001,355600,"NORTH GARDEN"
1978,NA,"Average",1,1344,3,3,0,7,2.117,325600,"NORTH GARDEN"
1979,NA,"Average",1,1582,3,2,0,6,2.001,296100,"NORTH GARDEN"
1989,NA,"Average",1.7,1632,3,2,0,6,2.006,288300,"NORTH GARDEN"
1987,NA,"Average",1,1680,3,3,0,7,2.015,349100,"NORTH GARDEN"
1999,NA,"Good",1,2050,4,3,0,7,3.1,443300,"NORTH GARDEN"
1979,NA,"Good",1,1902,3,3,0,6,3.281,415600,"NORTH GARDEN"
1986,NA,"Average",1.7,1326,4,2,0,6,2.011,224600,"NORTH GARDEN"
1940,NA,"Average",1,1280,3,1,0,6,2.008,211100,"NORTH GARDEN"
1929,NA,"Average",1,1176,1,1,0,4,3.67,237400,"NORTH GARDEN"
1898,NA,"Average",2,2640,3,2,0,8,7.405,490700,"NORTH GARDEN"
1987,NA,"Good",1.5,2236,3,3,0,5,18.533,627800,"NORTH GARDEN"
1910,NA,"Average",1.9,2244,3,2,0,6,57.81,524500,"NORTH GARDEN"
1987,2014,"Excellent",1,2346,3,3,0,5,2.078,478100,"NORTH GARDEN"
1936,2018,"Excellent",1,1152,3,3,0,7,3.669,372800,"NORTH GARDEN"
1992,NA,"Average",1,1640,3,2,0,6,3.986,354600,"NORTH GARDEN"
1961,NA,"Average",1,1180,4,2,0,8,3.82,273900,"NORTH GARDEN"
1910,NA,"Average",1.9,2163,4,1,0,7,2.1,242800,"NORTH GARDEN"
1994,NA,"Average",1,2412,3,2,1,6,2.78,440500,"NORTH GARDEN"
1932,NA,"Fair",2,1544,3,1,0,6,2.003,153600,"NORTH GARDEN"
1940,NA,"Fair",1.7,1831,6,2,0,9,1.58,171500,"NORTH GARDEN"
1969,NA,"Fair",1,1796,3,2,0,7,2.18,295100,"NORTH GARDEN"
1945,NA,"Average",1.3,1522,3,2,0,7,1.102,200100,"NORTH GARDEN"
1930,1990,"Good",1.7,1736,3,2,1,7,2.959,352200,"NORTH GARDEN"
1969,NA,"Average",2,2464,4,2,0,8,1.127,251200,"NORTH GARDEN"
2004,NA,"Average",1.5,1814,3,3,0,6,2,296700,"NORTH GARDEN"
1930,1970,"Average",1.3,1431,3,2,0,6,3.95,256700,"NORTH GARDEN"
1974,NA,"Fair",2,2800,7,4,0,11,2.899,296800,"NORTH GARDEN"
1949,NA,"Average",1.3,1082,2,2,0,4,12.51,274500,"NORTH GARDEN"
1945,NA,"Average",1.7,1618,3,1,0,6,9.62,290700,"NORTH GARDEN"
2017,NA,"Average",1.52,874,3,2,NA,6,2.611,189000,"NORTH GARDEN"
1979,NA,"Average",1,1440,3,1,NA,6,1.501,162900,"NORTH GARDEN"
2018,NA,"Average",1.42,1579,3,2,1,6,1.55,296800,"NORTH GARDEN"
1920,NA,"Average",1.9,1920,3,2,0,6,3.557,293200,"NORTH GARDEN"
1920,NA,"Average",2,1408,4,1,0,6,13.93,344200,"NORTH GARDEN"
1990,NA,"Average",1.5,2093,3,2,1,7,5.06,431300,"NORTH GARDEN"
1992,NA,"Average",1.3,2906,5,3,1,8,5.07,622900,"NORTH GARDEN"
1990,NA,"Average",2,2112,3,3,1,7,5.05,441900,"NORTH GARDEN"
1992,NA,"Average",2,2564,4,2,1,8,5.1,451100,"NORTH GARDEN"
1939,NA,"Average",1,806,3,2,0,5,2,170600,"NORTH GARDEN"
1930,2019,"Excellent",2,2830,3,3,0,7,2.638,575000,"NORTH GARDEN"
1986,NA,"Average",1.7,1616,3,2,0,6,2.018,262000,"NORTH GARDEN"
1941,NA,"Average",1.3,2001,4,1,0,8,1.935,282200,"NORTH GARDEN"
1910,NA,"Average",1.9,2210,3,2,0,6,3.35,284500,"NORTH GARDEN"
1995,NA,"Good",1.5,2544,3,2,1,7,4.77,471900,"NORTH GARDEN"
2000,NA,"Average",1.7,1116,1,1,0,5,23.922,431200,"NORTH GARDEN"
1973,NA,"Average",1,1676,4,2,0,7,2,198400,"NORTH GARDEN"
1986,NA,"Good",1,1000,3,1,0,6,2.947,246800,"NORTH GARDEN"
1986,NA,"Average",1,1536,4,2,0,10,3.155,307900,"NORTH GARDEN"
1997,NA,"Average",1.3,2710,4,3,1,8,2.037,500700,"NORTH GARDEN"
1998,NA,"Average",2.3,2661,5,4,1,10,2,458000,"NORTH GARDEN"
1997,NA,"Average",1.3,2136,3,2,1,6,2,404800,"NORTH GARDEN"
1997,NA,"Average",2,2726,4,2,1,8,2.174,431000,"NORTH GARDEN"
1997,NA,"Average",2,2346,4,3,1,7,2,418200,"NORTH GARDEN"
2002,NA,"Average",1,2907,3,2,1,8,2,508400,"NORTH GARDEN"
1998,NA,"Average",2,1880,3,2,1,9,2,367700,"NORTH GARDEN"
1997,NA,"Average",1.5,2475,4,3,1,7,2,419400,"NORTH GARDEN"
1997,NA,"Average",1,2480,4,2,1,7,2,457200,"NORTH GARDEN"
2002,NA,"Average",1,1796,4,3,0,9,2.448,457600,"NORTH GARDEN"
2001,NA,"Average",1.3,1738,3,3,1,7,2.635,426800,"NORTH GARDEN"
1995,NA,"Average",1.3,2093,3,2,1,6,2.186,367000,"NORTH GARDEN"
1900,1995,"Good",1.9,3236,4,4,0,7,2.074,994900,"CHARLOTTESVILLE"
2004,NA,"Average",1.5,1468,3,2,1,7,2.007,331900,"NORTH GARDEN"
1999,NA,"Excellent",2,2864,4,3,1,10,2,494600,"NORTH GARDEN"
2000,NA,"Average",1.3,3792,5,4,1,10,2,596800,"NORTH GARDEN"
1999,NA,"Average",1.7,2494,4,3,2,8,2,426800,"NORTH GARDEN"
2004,NA,"Average",1.3,2356,4,3,1,11,2.75,470400,"NORTH GARDEN"
2005,NA,"Average",1.3,2816,3,4,1,7,2.012,553200,"NORTH GARDEN"
1981,NA,"Average",1,2508,4,2,0,8,2,195100,"NORTH GARDEN"
1991,NA,"Average",1,1816,4,2,0,7,1.723,105300,"NORTH GARDEN"
2009,NA,"Average",1,1232,3,2,1,6,1.47,255000,"NORTH GARDEN"
