dispnum,stday,stmon,styear,endday,endmon,endyear,outcome,settle,fatality,fatalpre,maxdur,mindur,hiact,hostlev,recip,numa,numb,ongo2014,version
2347,30,4,1981,6,6,1985,5,3,0,0,1499,1499,12,3,1,1,2,0,5
2348,2,8,1982,26,1,1983,5,3,0,0,178,178,16,4,0,1,1,0,5
2349,28,9,1983,3,9,1984,5,3,-9,-9,342,342,17,4,0,1,1,0,5
2350,30,4,1984,30,4,1984,5,3,0,0,1,1,16,4,0,1,1,0,5
2352,10,7,1985,11,7,1985,5,3,0,0,2,2,12,3,0,1,1,0,5
2353,7,1,1986,-9,3,1988,5,3,-9,-9,815,785,17,4,1,1,2,0,5
2354,31,1,1986,1,2,1986,5,3,0,0,2,2,7,3,0,1,1,0,5
2357,2,7,1978,17,3,1979,6,1,-9,-9,259,259,17,4,1,1,1,0,5
2360,6,4,1965,24,8,1965,6,1,-9,-9,141,141,16,4,1,2,1,0,5
2363,-9,7,1918,15,2,1920,2,3,-9,-9,595,565,16,4,1,1,1,0,5
2364,-9,2,1920,6,4,1920,2,3,-9,-9,66,38,16,4,1,1,1,0,5
2367,1,1,1854,1,12,1854,3,2,-9,-9,335,335,17,4,1,1,3,0,5
2368,28,1,1887,28,1,1887,5,1,0,0,1,1,4,2,0,1,1,0,5
2369,20,4,1887,28,4,1887,7,1,0,0,9,9,15,4,0,1,1,0,5
2371,1,3,1946,16,4,1947,5,3,-9,-9,412,412,16,4,1,1,1,0,5
2372,23,7,1952,-9,7,1952,8,4,1,-9,9,1,16,4,1,1,1,0,5
2373,5,11,1969,13,1,1970,5,3,-9,-9,70,70,16,4,0,1,1,0,5
2374,8,2,1975,7,4,1975,5,3,0,0,59,59,16,4,1,1,1,0,5
2540,20,8,1985,22,8,1985,5,3,0,0,3,3,8,3,1,1,1,0,5
2541,7,3,1984,7,3,1984,5,3,0,0,1,1,16,4,0,1,1,0,5
2543,24,7,1985,28,11,1985,5,3,0,0,128,128,16,4,0,1,1,0,5
2544,19,7,1985,19,7,1985,5,3,0,0,1,1,16,4,0,1,1,0,5
2545,10,7,1985,13,7,1985,5,3,0,0,4,4,16,4,0,1,1,0,5
2546,31,5,1985,5,6,1985,5,3,1,-9,6,6,17,4,1,1,1,0,5
2547,30,4,1985,30,4,1985,5,3,0,0,1,1,16,4,0,1,1,0,5
2548,25,3,1985,25,3,1985,5,3,0,0,1,1,16,4,0,1,1,0,5
2549,25,3,1985,25,3,1985,5,3,0,0,1,1,16,4,0,1,1,0,5
2550,22,3,1985,27,3,1985,7,3,0,0,6,6,16,4,1,1,1,0,5
2551,19,3,1985,19,3,1985,5,3,0,0,1,1,16,4,0,1,1,0,5
2552,15,3,1985,15,3,1985,5,3,0,0,1,1,16,4,0,1,1,0,5
2553,21,2,1985,21,2,1985,5,3,0,0,1,1,16,4,0,1,1,0,5
2554,20,2,1985,20,2,1985,5,3,0,0,1,1,16,4,0,1,1,0,5
2555,20,2,1985,20,2,1985,5,3,0,0,1,1,16,4,0,1,1,0,5
2557,23,9,1985,3,1,1986,5,3,0,0,103,103,16,4,0,1,1,0,5
2559,29,9,1985,29,9,1985,5,3,0,0,1,1,16,4,0,1,2,0,5
2560,18,10,1985,18,10,1985,5,3,0,0,1,1,7,3,1,1,1,0,5
2563,1,10,1985,1,10,1985,5,3,0,0,1,1,16,4,0,1,1,0,5
2565,26,8,1986,26,8,1986,5,3,0,0,1,1,16,4,0,1,1,0,5
2566,27,8,1986,27,8,1986,5,3,0,0,1,1,1,2,1,1,1,0,5
2568,29,7,1986,29,7,1986,5,3,0,0,1,1,16,4,0,1,1,0,5
2570,19,5,1986,19,5,1986,5,3,0,0,1,1,16,4,0,1,1,0,5
2571,19,5,1986,19,5,1986,5,3,0,0,1,1,12,3,0,1,1,0,5
2572,26,4,1986,15,6,1986,6,1,0,0,51,51,14,4,0,1,1,0,5
2573,16,4,1986,16,4,1986,5,3,0,0,1,1,17,4,1,1,1,0,5
2574,6,4,1986,1,5,1986,5,3,0,0,26,26,16,4,0,1,1,0,5
2575,2,3,1986,2,3,1986,5,3,0,0,1,1,16,4,0,1,1,0,5
2578,13,1,1986,14,1,1986,5,3,0,0,2,2,16,4,1,1,1,0,5
2579,28,5,1986,28,5,1986,5,3,0,0,1,1,16,4,0,1,1,0,5
2580,6,1,1986,19,5,1986,5,3,0,0,134,134,16,4,0,1,1,0,5
2583,12,12,1985,17,1,1986,6,1,2,-9,37,37,17,4,1,1,1,0,5
2584,17,12,1985,7,3,1986,5,3,0,0,81,81,16,4,0,1,1,0,5
2585,20,11,1985,20,1,1986,5,3,0,0,62,62,16,4,0,1,1,0,5
2587,29,8,1986,29,8,1986,5,3,0,0,1,1,2,2,0,1,5,0,5
2588,3,9,1986,3,9,1986,5,3,0,0,1,1,16,4,0,1,1,0,5
2589,15,9,1986,15,9,1986,5,3,0,0,1,1,1,2,0,3,1,0,5
2590,30,4,1983,30,4,1983,5,3,-9,-9,1,1,17,4,1,1,1,0,5
2591,4,2,1986,4,2,1986,7,3,0,0,1,1,16,4,0,1,1,0,5
2593,18,11,1986,18,11,1986,5,3,0,0,1,1,16,4,0,1,1,0,5
2594,22,10,1986,22,10,1986,5,3,0,0,1,1,16,4,0,1,1,0,5
2595,2,10,1986,2,10,1986,5,3,0,0,1,1,16,4,0,1,1,0,5
2596,23,9,1986,26,11,1986,5,3,0,0,65,65,16,4,1,1,1,0,5
2597,18,9,1986,22,9,1986,5,3,1,-9,5,5,16,4,0,1,1,0,5
2598,20,3,1986,21,3,1986,5,3,0,0,2,2,7,3,0,1,1,0,5
2599,19,8,1986,15,12,1986,5,3,0,0,119,119,16,4,0,1,1,0,5
2600,10,7,1985,10,7,1985,5,1,0,0,1,1,16,4,0,1,1,0,5
2601,20,7,1986,23,7,1986,7,1,0,0,4,4,15,4,0,1,1,0,5
2602,21,6,1978,21,6,1978,5,3,1,-9,1,1,16,4,1,1,1,0,5
2603,11,11,1918,12,7,1920,2,1,-9,-9,610,610,16,4,1,1,2,0,5
2604,3,1,1919,1,2,1920,2,1,-9,-9,395,395,16,4,1,1,4,0,5
2605,22,11,1918,24,2,1919,2,1,1,-9,95,95,16,4,1,1,2,0,5
2610,21,11,1960,22,11,1960,5,3,0,0,2,2,12,3,0,1,1,0,5
2612,31,7,1960,31,7,1960,3,3,0,0,1,1,1,2,0,1,1,0,5
2615,11,10,1972,11,10,1972,5,3,0,0,1,1,16,4,0,1,1,0,5
2616,14,1,1971,24,3,1971,6,1,0,0,70,70,16,4,1,1,1,0,5
2619,29,4,1971,5,10,1971,6,3,1,-9,160,160,16,4,1,1,1,0,5
2621,7,7,1971,16,8,1971,6,1,0,0,41,41,13,4,0,1,1,0,5
2622,20,4,1971,20,4,1971,5,3,0,0,1,1,1,2,0,1,1,0,5
2623,25,7,1963,22,11,1963,5,3,0,0,121,121,8,3,0,1,1,0,5
2625,14,4,1949,19,7,1949,5,3,0,0,97,97,16,4,1,1,1,0,5
2626,4,10,1952,2,11,1952,5,3,0,0,30,30,16,4,1,1,1,0,5
2627,18,3,1956,26,3,1956,5,3,2,-9,9,9,17,4,1,1,1,0,5
2629,6,1,1962,27,4,1962,5,3,0,0,112,112,7,3,1,1,1,0,5
2630,16,10,1963,16,10,1963,5,3,0,0,1,1,1,2,0,1,1,0,5
2631,-9,1,1965,30,6,1965,5,1,4,-9,181,151,17,4,1,1,1,0,5
2632,-9,4,1966,-9,8,1966,5,3,0,0,153,94,11,3,0,1,1,0,5
2633,-9,3,1969,30,3,1969,5,3,1,-9,30,1,17,4,1,1,1,0,5
2634,12,8,1969,17,3,1970,5,1,0,0,218,218,16,4,1,1,1,0,5
2635,20,12,1969,21,12,1969,5,3,-9,-9,2,2,17,4,1,1,1,0,5
2638,5,5,1972,5,5,1972,6,1,3,-9,1,1,17,4,1,1,1,0,5
2639,7,7,1981,3,11,1981,5,3,2,-9,120,120,17,4,1,1,1,0,5
2640,8,9,1982,8,9,1982,5,3,0,0,1,1,8,3,0,1,1,0,5
2641,20,10,1983,-9,1,1984,5,3,1,-9,104,74,17,4,1,1,1,0,5
2642,25,6,1984,30,8,1984,5,3,2,-9,67,67,17,4,1,1,1,0,5
2643,17,1,1985,7,10,1985,5,3,2,-9,264,264,17,4,1,1,1,0,5
2644,14,10,1986,15,11,1986,5,3,0,0,33,33,16,4,0,1,1,0,5
2645,18,2,1915,11,11,1918,8,3,0,0,1363,1363,16,4,0,1,1,0,5
2646,19,5,1918,11,11,1918,8,3,0,0,177,177,18,4,0,1,1,0,5
2647,23,4,1918,11,11,1918,8,3,0,0,203,203,18,4,0,1,1,0,5
2648,11,1,1916,11,7,1916,5,3,0,0,183,183,14,4,0,1,1,0,5
2649,9,2,1917,11,11,1918,8,3,0,0,641,641,18,4,0,1,2,0,5
2700,-9,7,1919,25,10,1919,3,3,0,0,117,87,16,4,1,1,1,0,5
2701,20,8,1919,25,10,1919,5,3,0,0,67,67,7,3,0,1,1,0,5
2702,-9,8,1919,25,10,1919,7,3,0,0,86,56,15,4,0,1,1,0,5
2704,6,10,1945,3,5,1946,8,4,0,0,210,210,14,4,0,1,1,0,5
2707,15,10,1964,15,4,1965,5,3,0,0,183,183,12,3,1,1,1,0,5
2708,-9,12,1965,15,1,1966,5,3,0,0,46,16,7,3,0,1,1,0,5
2710,10,8,1967,17,8,1967,7,3,0,0,8,8,15,4,0,1,1,0,5
2711,-9,8,1968,28,9,1968,5,3,0,0,59,29,12,3,1,1,1,0,5
2712,-9,9,1973,-9,9,1973,5,3,0,0,30,1,12,3,0,1,1,0,5
2713,-9,12,1974,-9,12,1974,5,3,-9,-9,31,1,17,4,1,1,2,0,5
2714,4,7,1977,5,8,1977,5,3,0,0,33,33,17,4,1,1,1,0,5
2715,11,3,1978,9,5,1978,5,3,0,0,60,60,17,4,1,1,1,0,5
2716,27,1,1979,14,2,1980,5,3,1,-9,384,384,17,4,1,1,1,0,5
2717,5,10,1980,29,10,1980,5,3,1,-9,25,25,17,4,1,1,1,0,5
2718,12,7,1986,12,7,1986,5,3,1,-9,1,1,17,4,1,1,1,0,5
2721,12,7,1871,12,1,1872,6,1,0,0,185,185,14,4,0,1,1,0,5
2722,28,4,1920,23,9,1921,3,1,0,0,514,514,14,4,0,1,1,0,5
2724,26,2,1936,-9,4,1936,5,3,0,0,65,36,7,3,1,1,1,0,5
2725,10,8,1945,10,8,1945,9,4,-9,-9,1,1,21,5,1,1,1,0,5
2727,20,5,1978,2,10,1979,5,3,0,0,501,501,7,3,1,1,1,0,5
2728,12,11,1984,23,11,1984,5,3,0,0,12,12,7,3,1,1,1,0,5
2729,22,4,1963,22,10,1963,5,3,0,0,184,184,15,4,0,1,1,0,5
2730,20,11,1962,20,11,1962,5,3,0,0,1,1,12,3,0,1,1,0,5
2731,19,3,1960,19,3,1960,5,3,0,0,1,1,1,2,0,1,1,0,5
2732,20,6,1959,20,6,1959,5,3,1,-9,1,1,17,4,1,1,1,0,5
2733,2,3,1916,2,3,1916,3,3,0,0,1,1,4,2,0,1,1,0,5
2734,10,8,1987,4,2,1988,5,3,0,0,179,179,16,4,0,1,1,0,5
2735,2,9,1987,2,9,1987,5,3,-9,-9,1,1,17,4,1,1,1,0,5
2736,29,11,1987,30,12,1987,5,3,0,0,32,32,8,3,0,1,1,0,5
2737,17,3,1987,17,3,1987,5,3,0,0,1,1,1,2,0,1,1,0,5
2738,1,4,1987,-9,6,1988,5,3,0,0,457,428,16,4,1,1,1,0,5
2739,17,5,1987,18,5,1987,5,3,2,-9,2,2,16,4,1,1,1,0,5
2740,27,1,1987,3,7,1988,5,3,-9,-9,524,524,16,4,1,1,1,0,5
2741,24,9,1987,8,4,1988,5,3,0,0,198,198,15,4,1,1,1,0,5
2742,1,5,1987,1,5,1987,5,3,0,0,1,1,7,3,0,1,1,0,5
2743,6,8,1978,8,8,1978,5,3,0,0,3,3,8,3,0,1,1,0,5
2744,25,7,1961,1,8,1961,1,2,0,0,8,8,14,4,0,1,1,0,5
2745,22,10,1988,4,11,1988,5,3,-9,-9,14,14,16,4,0,1,1,0,5
2746,4,5,1988,18,8,1988,7,3,0,0,107,107,15,4,0,1,1,0,5
2747,8,8,1988,11,10,1988,5,3,0,0,65,65,15,4,0,1,1,0,5
2748,14,11,1988,14,11,1988,8,4,0,0,1,1,15,4,0,1,1,0,5
2749,20,2,1988,16,3,1988,1,2,-9,-9,26,26,17,4,1,1,1,0,5
2750,29,4,1988,9,12,1988,5,3,0,0,225,225,16,4,0,1,1,0,5
2751,18,5,1988,18,5,1988,5,3,0,0,1,1,16,4,0,1,1,0,5
2752,19,4,1988,19,4,1988,5,3,0,0,1,1,16,4,0,1,1,0,5
2753,10,10,1988,30,10,1988,5,3,0,0,21,21,16,4,0,1,1,0,5
2754,28,3,1988,21,7,1988,5,3,0,0,116,116,16,4,1,1,1,0,5
2755,14,2,1988,14,2,1988,5,3,0,0,1,1,1,2,0,1,1,0,5
2757,7,10,1988,7,10,1988,5,3,0,0,1,1,12,3,0,1,1,0,5
2758,14,5,1988,14,5,1988,5,3,0,0,1,1,16,4,0,1,1,0,5
2759,7,7,1988,7,7,1988,5,3,0,0,1,1,16,4,0,1,1,0,5
2760,11,12,1988,11,12,1988,5,3,1,-9,1,1,12,3,0,1,1,0,5
2762,27,5,1988,27,5,1988,5,3,0,0,1,1,16,4,0,1,1,0,5
2763,11,6,1988,11,6,1988,5,3,0,0,1,1,16,4,0,1,1,0,5
2764,14,5,1988,14,5,1988,5,3,0,0,1,1,16,4,0,1,1,0,5
2765,21,3,1988,21,3,1988,5,3,0,0,1,1,16,4,0,1,1,0,5
2767,14,5,1988,14,5,1988,5,3,0,0,1,1,16,4,0,1,1,0,5
2768,16,8,1988,16,8,1988,5,3,-9,-9,1,1,17,4,1,1,1,0,5
2769,31,1,1988,31,1,1988,5,3,0,0,1,1,16,4,0,1,1,0,5
2770,9,9,1988,11,10,1988,5,3,0,0,33,33,16,4,0,1,1,0,5
2771,29,9,1988,29,9,1988,5,3,0,0,1,1,12,3,0,1,1,0,5
2772,19,4,1988,19,4,1988,5,3,0,0,1,1,16,4,0,1,1,0,5
2773,14,4,1988,6,5,1988,7,1,0,0,23,23,16,4,0,1,1,0,5
2774,12,2,1988,12,2,1988,5,3,0,0,1,1,16,4,0,1,1,0,5
2775,30,12,1988,4,1,1989,5,3,-9,-9,6,6,16,4,1,1,1,0,5
2776,20,5,1987,19,2,1988,6,1,3,-9,276,276,17,4,1,1,1,0,5
2777,12,4,1987,4,5,1987,5,3,0,0,23,23,16,4,0,1,1,0,5
2778,15,3,1987,15,6,1987,4,1,0,0,93,93,8,3,1,1,1,0,5
2779,1,6,1987,25,6,1987,5,3,1,-9,25,25,17,4,1,1,1,0,5
2780,15,4,1987,6,6,1987,5,3,0,0,53,53,7,3,0,1,1,0,5
2782,8,6,1987,30,9,1987,5,3,0,0,115,115,16,4,1,1,1,0,5
2783,11,10,1987,11,10,1987,5,3,1,-9,1,1,17,4,1,1,1,0,5
2784,1,10,1987,1,10,1987,5,3,0,0,1,1,16,4,0,1,1,0,5
2785,20,11,1987,20,11,1987,5,3,0,0,1,1,16,4,0,1,1,0,5
2786,28,7,1987,28,7,1987,5,3,0,0,1,1,16,4,1,1,1,0,5
2788,21,8,1987,23,9,1987,5,3,0,0,34,34,16,4,0,1,1,0,5
2789,6,12,1987,14,6,1988,5,3,0,0,192,192,16,4,0,1,1,0,5
2790,17,12,1987,17,12,1987,5,3,0,0,1,1,16,4,0,1,1,0,5
2791,1,10,1987,1,10,1987,5,3,0,0,1,1,16,4,0,1,1,0,5
2792,2,10,1987,27,3,1988,5,3,0,0,178,178,16,4,0,1,1,0,5
2793,3,9,1987,2,10,1987,5,3,0,0,30,30,16,4,0,1,1,0,5
2794,2,9,1987,25,12,1987,5,3,0,0,115,115,16,4,0,1,1,0,5
2796,22,5,1987,22,5,1987,5,3,0,0,1,1,16,4,0,1,1,0,5
2797,11,5,1987,20,5,1988,5,3,0,0,376,376,16,4,0,1,1,0,5
2798,2,8,1987,24,4,1988,5,3,0,0,267,267,16,4,1,1,1,0,5
2799,-9,6,1987,27,3,1988,5,3,1,-9,301,272,16,4,1,1,1,0,5
2800,27,12,1987,27,12,1987,5,3,0,0,1,1,15,4,1,1,1,0,5
2801,29,5,1987,29,5,1987,5,3,0,0,1,1,16,4,0,1,1,0,5
2802,24,7,1987,12,8,1987,5,3,-9,-9,20,20,17,4,1,1,1,0,5
2803,5,12,1986,5,12,1986,5,3,0,0,1,1,16,4,0,1,1,0,5
2804,20,10,1987,28,12,1987,6,1,2,-9,70,70,17,4,1,1,1,0,5
2805,3,6,1987,3,6,1987,5,3,1,-9,1,1,17,4,1,1,1,0,5
2806,15,1,1987,15,1,1987,5,3,-9,-9,1,1,17,4,1,1,1,0,5
2807,2,5,1987,2,5,1987,5,3,0,0,1,1,12,3,0,1,1,0,5
2808,19,6,1987,15,7,1987,5,3,0,0,27,27,16,4,0,1,1,0,5
2809,1,4,1987,18,4,1987,5,3,0,0,18,18,7,3,1,1,1,0,5
2810,9,4,1987,25,4,1987,5,3,0,0,17,17,16,4,0,1,2,0,5
2811,29,4,1987,29,4,1987,5,3,0,0,1,1,16,4,0,1,1,0,5
2812,13,8,1987,5,9,1987,5,3,0,0,24,24,16,4,1,1,1,0,5
2814,21,9,1987,21,9,1987,5,3,0,0,1,1,7,3,0,2,1,0,5
2815,20,6,1987,20,6,1987,5,3,0,0,1,1,16,4,0,1,1,0,5
2816,15,6,1987,15,6,1987,5,3,0,0,1,1,16,4,0,1,1,0,5
2817,9,6,1987,29,3,1988,5,3,0,0,295,295,16,4,0,1,1,0,5
2818,10,9,1987,12,12,1987,5,3,0,0,94,94,16,4,0,1,1,0,5
2819,7,7,1987,12,11,1987,5,3,0,0,129,129,16,4,0,1,1,0,5
2820,20,8,1987,20,8,1987,5,3,0,0,1,1,16,4,0,1,1,0,5
2821,3,9,1987,15,9,1987,5,3,0,0,13,13,16,4,1,1,1,0,5
2822,1,9,1987,1,9,1987,5,3,0,0,1,1,16,4,0,1,1,0,5
2823,30,6,1987,20,1,1988,5,3,0,0,205,205,16,4,1,1,1,0,5
2824,16,12,1987,14,5,1988,5,3,0,0,151,151,16,4,0,1,1,0,5
2825,27,6,1987,27,6,1987,5,3,0,0,1,1,16,4,0,1,1,0,5
2826,21,4,1987,2,11,1987,5,3,0,0,196,196,16,4,1,1,1,0,5
2827,13,9,1987,13,9,1987,5,3,0,0,1,1,7,3,0,1,1,0,5
2828,23,11,1987,23,11,1987,5,3,0,0,1,1,16,4,0,1,1,0,5
2832,18,5,1987,4,8,1988,5,3,0,0,445,445,16,4,0,1,1,0,5
2833,14,12,1987,14,12,1987,5,3,0,0,1,1,16,4,0,1,1,0,5
2834,6,12,1987,2,7,1988,5,3,0,0,210,210,16,4,1,1,2,0,5
2835,-9,8,1878,-9,8,1878,5,3,0,0,31,1,10,3,0,1,1,0,5
2836,25,5,1885,7,6,1886,3,3,-9,-9,379,379,17,4,1,1,1,0,5
2837,18,5,1896,6,7,1896,5,3,0,0,50,50,7,3,0,6,1,0,5
2838,14,2,1959,14,2,1959,5,3,0,0,1,1,8,3,0,1,1,0,5
2840,17,1,1948,6,3,1948,5,3,0,0,50,50,16,4,1,2,2,0,5
2841,13,6,1959,13,6,1959,5,3,0,0,1,1,16,4,0,1,1,0,5
2847,24,3,1955,19,11,1957,5,3,0,0,972,972,15,4,0,1,1,0,5
2849,29,7,1957,29,7,1957,5,3,0,0,1,1,12,3,0,1,1,0,5
2850,19,3,1957,19,3,1957,5,3,0,0,1,1,12,3,0,1,1,0,5
2852,4,6,1958,5,10,1958,5,3,0,0,124,124,15,4,0,1,1,0,5
2853,7,5,1958,7,5,1958,5,3,0,0,1,1,15,4,0,1,1,0,5
2854,8,6,1958,19,7,1958,7,3,0,0,42,42,15,4,1,1,1,0,5
2855,2,6,1958,30,6,1958,7,3,0,0,29,29,15,4,1,1,1,0,5
2857,7,1,1958,10,1,1958,7,3,0,0,4,4,15,4,0,1,1,0,5
2858,1,1,1958,4,1,1958,7,3,0,0,4,4,15,4,0,1,1,0,5
2859,20,3,1959,11,5,1959,7,3,0,0,53,53,15,4,0,1,1,0,5
2860,28,3,1959,28,3,1959,5,3,0,0,1,1,1,2,0,1,1,0,5
2861,27,1,1959,24,8,1959,5,3,0,0,210,210,15,4,0,1,1,0,5
2862,28,2,1959,28,2,1959,5,3,0,0,1,1,15,4,0,1,1,0,5
2863,28,2,1959,6,3,1959,7,3,0,0,7,7,15,4,0,1,1,0,5
2865,27,8,1958,5,6,1959,5,3,0,0,283,283,16,4,1,1,1,0,5
2869,10,4,1959,12,4,1959,7,3,0,0,3,3,16,4,1,1,1,0,5
2870,19,3,1959,20,3,1959,7,3,0,0,2,2,16,4,1,1,1,0,5
2871,16,3,1959,18,6,1959,5,3,0,0,95,95,12,3,0,1,1,0,5
2873,16,7,1960,7,9,1960,5,3,0,0,54,54,15,4,0,1,1,0,5
2875,28,2,1960,30,6,1960,5,3,0,0,124,124,16,4,1,1,1,0,5
2876,8,10,1960,8,10,1960,5,3,0,0,1,1,12,3,0,1,1,0,5
2877,25,9,1960,25,9,1960,5,3,0,0,1,1,12,3,0,1,1,0,5
2878,25,9,1960,25,9,1960,5,3,0,0,1,1,12,3,0,1,1,0,5
2880,3,11,1961,3,11,1961,5,3,0,0,1,1,16,4,0,1,1,0,5
2882,11,6,1961,27,4,1962,5,3,0,0,321,321,15,4,0,1,1,0,5
2884,4,4,1961,4,4,1961,5,3,0,0,1,1,15,4,0,1,1,0,5
2885,15,12,1960,13,4,1961,5,3,0,0,120,120,12,3,0,1,1,0,5
2887,19,1,1961,19,1,1961,5,3,0,0,1,1,12,3,0,1,1,0,5
2888,21,6,1962,8,9,1962,5,3,0,0,80,80,15,4,0,1,1,0,5
2890,11,3,1962,11,3,1962,5,3,0,0,1,1,12,3,0,1,1,0,5
2891,17,10,1966,17,10,1966,5,3,1,-9,1,1,16,4,1,1,1,0,5
2892,6,2,1963,9,1,1966,5,3,-9,-9,1069,1069,17,4,1,1,1,0,5
2894,17,11,1963,17,11,1963,5,3,0,0,1,1,15,4,0,1,1,0,5
2897,21,11,1963,21,11,1963,5,3,-9,-9,1,1,16,4,0,1,1,0,5
2898,4,10,1963,4,10,1963,5,3,0,0,1,1,16,4,0,1,1,0,5
2899,15,3,1963,15,3,1963,5,3,0,0,1,1,12,3,0,1,1,0,5
2901,17,7,1964,17,7,1964,5,3,0,0,1,1,16,4,0,1,1,0,5
2904,30,3,1964,30,3,1964,5,3,0,0,1,1,16,4,0,1,1,0,5
2906,19,12,1964,19,12,1964,5,3,0,0,1,1,16,4,0,1,1,0,5
2907,24,9,1964,24,9,1964,5,3,0,0,1,1,12,3,0,1,1,0,5
2908,11,9,1964,16,9,1964,5,3,0,0,6,6,12,3,0,1,1,0,5
2910,12,6,1965,12,6,1965,5,3,0,0,1,1,7,3,0,1,1,0,5
2913,5,3,1965,5,3,1965,5,3,0,0,1,1,15,4,0,1,1,0,5
2914,11,1,1965,14,1,1965,5,3,0,0,4,4,15,4,0,1,1,0,5
2915,28,5,1965,28,5,1965,5,3,0,0,1,1,12,3,0,1,1,0,5
2916,28,4,1965,2,5,1965,5,3,0,0,5,5,16,4,1,1,1,0,5
2918,25,4,1966,25,4,1966,5,3,0,0,1,1,16,4,0,1,1,0,5
2919,14,3,1966,14,3,1966,5,3,0,0,1,1,15,4,0,1,1,0,5
2920,22,1,1966,22,1,1966,5,3,0,0,1,1,15,4,0,1,1,0,5
2921,15,7,1966,15,7,1966,5,3,0,0,1,1,16,4,0,1,1,0,5
2922,17,6,1968,17,6,1968,5,3,0,0,1,1,15,4,0,1,1,0,5
2923,4,5,1968,18,5,1968,7,1,0,0,15,15,15,4,0,1,1,0,5
2924,13,2,1968,13,2,1968,5,3,0,0,1,1,7,3,0,1,1,0,5
2925,28,9,1968,8,11,1968,5,3,0,0,42,42,15,4,0,1,1,0,5
2926,30,6,1968,17,11,1968,7,3,0,0,141,141,15,4,0,1,1,0,5
2927,22,6,1968,22,6,1968,5,3,0,0,1,1,15,4,0,1,1,0,5
2928,30,6,1968,2,7,1968,7,3,0,0,3,3,16,4,0,1,1,0,5
2929,9,4,1965,23,11,1967,5,3,-9,-9,959,959,17,4,0,1,1,0,5
2930,10,5,1967,17,5,1967,5,3,0,0,8,8,16,4,0,1,3,0,5
2931,28,4,1967,28,4,1967,5,3,0,0,1,1,7,3,0,1,1,0,5
2932,12,10,1967,12,10,1967,5,3,0,0,1,1,16,4,0,1,1,0,5
2933,30,4,1967,30,4,1967,5,3,0,0,1,1,15,4,0,1,1,0,5
2934,2,3,1967,22,3,1967,5,3,0,0,21,21,15,4,0,1,1,0,5
2935,8,9,1967,8,9,1967,5,3,-9,-9,1,1,16,4,1,1,1,0,5
2936,19,9,1969,4,10,1969,5,3,0,0,16,16,16,4,0,1,1,0,5
2937,9,8,1969,3,9,1969,5,3,0,0,26,26,16,4,0,1,1,0,5
2938,4,2,1969,4,2,1969,5,3,-9,-9,1,1,17,4,1,1,1,0,5
2940,20,11,1968,19,12,1968,7,3,0,0,30,30,15,4,0,1,1,0,5
2942,15,11,1970,16,11,1970,5,3,0,0,2,2,16,4,0,1,1,0,5
2944,29,1,1971,29,1,1971,5,3,0,0,1,1,16,4,1,1,1,0,5
2946,24,2,1971,28,12,1971,7,3,0,0,176,176,15,4,1,1,1,0,5
2947,9,2,1971,9,3,1971,5,3,0,0,29,29,12,3,0,1,1,0,5
2948,22,8,1972,22,8,1972,5,3,0,0,1,1,16,4,0,1,1,0,5
2949,17,1,1972,22,1,1972,5,3,0,0,6,6,15,4,0,1,1,0,5
2950,21,3,1973,21,3,1973,5,3,0,0,1,1,16,4,0,1,1,0,5
2951,23,2,1974,24,2,1974,7,3,0,0,2,2,15,4,0,1,1,0,5
2955,24,4,1975,24,4,1975,5,3,0,0,1,1,16,4,0,1,1,0,5
2956,1,8,1976,1,8,1976,5,3,0,0,1,1,15,4,0,1,1,0,5
2958,7,1,1976,7,1,1976,5,3,0,0,1,1,15,4,0,1,1,0,5
2959,25,11,1976,25,11,1976,5,3,-9,-9,1,1,16,4,1,1,1,0,5
2960,15,10,1976,15,10,1976,5,3,0,0,1,1,12,3,0,1,1,0,5
2961,12,4,1976,13,4,1976,7,3,0,0,2,2,15,4,1,1,1,0,5
2962,30,4,1977,1,5,1977,7,3,0,0,2,2,15,4,0,1,1,0,5
2963,12,11,1977,13,11,1977,7,3,0,0,2,2,15,4,0,1,1,0,5
2964,7,9,1977,7,9,1977,5,3,0,0,1,1,12,3,0,1,1,0,5
2965,30,7,1978,30,7,1978,5,3,0,0,1,1,15,4,0,1,1,0,5
2967,14,11,1979,14,11,1979,5,3,0,0,1,1,15,4,0,1,1,0,5
2968,28,8,1979,31,8,1979,5,3,0,0,4,4,16,4,0,1,1,0,5
2969,13,7,1980,13,7,1980,5,3,0,0,1,1,16,4,0,1,1,0,5
2970,31,8,1981,31,8,1981,5,3,0,0,1,1,7,3,0,1,1,0,5
2971,14,8,1981,9,1,1982,5,3,0,0,149,149,12,3,0,1,1,0,5
2972,17,7,1981,30,7,1981,5,3,0,0,14,14,7,3,1,1,1,0,5
2973,5,6,1982,4,10,1982,5,3,0,0,122,122,16,4,1,1,1,0,5
2974,24,4,1982,13,7,1982,5,3,0,0,81,81,15,4,0,1,1,0,5
2975,8,3,1982,8,3,1982,5,3,0,0,1,1,16,4,0,1,1,0,5
2976,3,4,1982,3,4,1982,5,3,0,0,1,1,12,3,1,1,1,0,5
2977,17,3,1982,17,3,1982,5,3,0,0,1,1,12,3,0,1,1,0,5
2978,3,2,1982,3,2,1982,5,3,0,0,1,1,7,3,0,1,1,0,5
